"ESTU_GENERO","ESTU_FECHANACIMIENTO","PERIODO","YEAR","ESTU_DEPTO_RESIDE","ESTU_MCPIO_RESIDE","FAMI_ESTRATOVIVIENDA","COLE_BILINGUE","COLE_CARACTER","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_SOCIALES_CIUDADANAS","PUNT_C_NATURALES","PUNT_INGLES","PUNT_GLOBAL","DESEMP_LECTURA_CRITICA","DESEMP_MATEMATICAS","DESEMP_C_NATURALES","DESEMP_SOCIALES_CIUDADANAS","DESEMP_INGLES","ESTU_INSE_INDIVIDUAL","ESTU_NSE_INDIVIDUAL"
"F",2005-03-14,20224,"2022","NARIÑO","EL CHARCO","Estrato 3","N","ACADÉMICO",38,42,36,39,39,194,2,2,1,1,"A-",42.2650758736697,2
"M",2002-11-28,20214,"2021","BOLIVAR","SAN MARTÍN DE LOBA","Estrato 2","N","TÉCNICO",57,44,58,52,42,260,3,2,2,3,"A-",47.2985769441235,2
"M",2002-11-01,20214,"2021","NARIÑO","IPIALES","Sin Estrato","N","NO APLICA",38,28,27,38,32,163,2,1,1,1,"A-",57.1929574466229,3
"M",2005-03-29,20214,"2021","RISARALDA","GUÁTICA","Estrato 2","N","TÉCNICO",38,34,35,41,44,188,2,1,2,1,"A-",50.1086214596024,2
"M",2003-05-24,20204,"2020","CORDOBA","MONTERÍA","Estrato 2","N","ACADÉMICO",34,27,31,41,40,169,1,1,2,1,"A-",47.7067303891656,2
"F",2005-01-01,20224,"2022","SANTANDER","BUCARAMANGA","Estrato 1","N","TÉCNICO/ACADÉMICO",38,28,34,28,42,164,2,1,1,1,"A-",28.4588352138077,1
"F",2005-12-05,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","TÉCNICO/ACADÉMICO",40,45,38,38,48,204,2,2,1,1,"A1",53.50304321722,3
"M",2003-12-27,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 1","N","ACADÉMICO",63,48,59,49,62,277,3,2,2,3,"A2",45.2598297711446,2
"F",2005-07-21,20234,"2023","PUTUMAYO","PUERTO ASÍS","Estrato 1","S","ACADÉMICO",62,61,64,56,62,304,3,3,3,3,"A2",42.1028807368628,2
"M",2006-03-20,20234,"2023","CESAR","VALLEDUPAR","Estrato 2","N","NO APLICA",42,45,36,47,36,210,2,2,2,1,"A-",63.4586937062581,3
"F",2007-04-29,20234,"2023","ATLANTICO","BARRANQUILLA","Estrato 1","N","ACADÉMICO",50,50,41,52,58,245,2,2,2,2,"A2",41.9808513908707,2
"F",2003-12-04,20204,"2020","VALLE","PALMIRA","Estrato 2","N","ACADÉMICO",58,40,55,52,45,254,3,2,2,2,"A-",58.0964118121136,3
"M",2004-03-19,20204,"2020","SANTANDER","BARRANCABERMEJA","Estrato 1","N","TÉCNICO/ACADÉMICO",60,62,54,48,47,277,3,3,2,2,"A-",58.9607585768808,3
"F",2006-02-12,20214,"2021","HUILA","PAICOL","Estrato 2","N","ACADÉMICO",67,61,63,52,40,296,4,3,2,3,"A-",46.3998692182538,2
"F",2002-12-24,20214,"2021","VICHADA","LA PRIMAVERA","Estrato 1","N","TÉCNICO",37,47,28,43,46,197,2,2,2,1,"A-",40.4079757221458,1
"F",3-05-14,20201,"2020","VALLE","CALI","Estrato 1","N","TÉCNICO",45,55,52,54,51,257,2,3,2,2,"A1",60.669539346844,3
"M",2004-11-14,20234,"2023","ANTIOQUIA","ARBOLETES","Estrato 3","N","ACADÉMICO",46,41,42,39,46,212,2,2,1,2,"A-",36.4096441573437,1
"F",2004-09-26,20234,"2023","MAGDALENA","PIVIJAY","Estrato 2","N","TÉCNICO/ACADÉMICO",43,42,41,36,39,202,2,2,1,2,"A-",46.0277356067149,2
"M",2006-05-11,20234,"2023","RISARALDA","PEREIRA","Estrato 4","N","ACADÉMICO",60,65,57,65,62,309,3,3,3,3,"A2",55.2224309309585,3
"M",2005-05-13,20224,"2022","SANTANDER","BARRANCABERMEJA","Estrato 1","N","TÉCNICO/ACADÉMICO",58,59,50,49,44,266,3,3,2,2,"A-",47.7612757522481,2
"F",2005-01-15,20224,"2022","BOYACA","SOGAMOSO","Estrato 3","N","TÉCNICO/ACADÉMICO",40,47,37,43,42,209,2,2,2,1,"A-",61.7410180078806,3
"F",2004-05-05,20204,"2020","BOLIVAR","CARTAGENA DE INDIAS","Estrato 3","N","ACADÉMICO",60,60,48,55,58,280,3,3,2,2,"A2",55.9693921924933,3
"M",2004-03-25,20204,"2020","CORDOBA","MONTERÍA","Estrato 1","N","ACADÉMICO",56,60,54,49,41,268,3,3,2,2,"A-",59.880779041609,3
"M",2007-07-13,20234,"2023","VALLE","CALI","Estrato 2","N","ACADÉMICO",69,68,73,70,64,348,4,3,3,4,"A2",47.7516165416556,2
"F",1985-11-17,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",47,41,37,47,38,213,2,2,2,1,"A-",50.2196599972197,2
"F",2003-08-25,20224,"2022","VALLE","CALI","Estrato 3","N","TÉCNICO/ACADÉMICO",64,50,61,51,55,282,3,2,2,3,"A1",49.3253954052357,2
"M",2003-02-07,20204,"2020","VALLE","PRADERA","Estrato 1","N","TÉCNICO",69,70,72,69,66,348,4,3,3,4,"A2",42.2497064394108,2
"F",2003-11-23,20224,"2022","CUNDINAMARCA","FUNZA","Estrato 3","N","TÉCNICO/ACADÉMICO",63,65,73,60,75,330,3,3,3,4,"B1",62.3548456756282,3
"M",2003-08-07,20204,"2020","CORDOBA","SAN PELAYO","Estrato 1","N","ACADÉMICO",50,56,36,44,40,230,2,3,2,1,"A-",31.8989786445747,1
"M",2004-01-05,20204,"2020","CORDOBA","CERETÉ","Estrato 1","N","ACADÉMICO",42,36,35,37,40,188,2,2,1,1,"A-",46.8807892120836,2
"M",2005-08-08,20224,"2022","ATLANTICO","BARRANQUILLA","Estrato 1","N","ACADÉMICO",43,33,38,42,39,195,2,1,2,1,"A-",53.1345809219408,3
"F",2006-04-05,20231,"2023","VALLE","CALI","Sin Estrato","N","ACADÉMICO",63,48,62,60,58,291,3,2,3,3,"A2",54.1851766258503,3
"M",2001-10-01,20214,"2021","ATLANTICO","PALMAR DE VARELA","Sin Estrato","N","TÉCNICO/ACADÉMICO",30,31,35,38,32,167,1,1,1,1,"A-",44.6034833968945,2
"M",2004-07-21,20214,"2021","BOLIVAR","CARTAGENA DE INDIAS","Estrato 1","N","TÉCNICO/ACADÉMICO",59,58,55,56,41,279,3,3,3,2,"A-",41.5547901410225,2
"F",2006-10-09,20234,"2023","VALLE","CALI","Estrato 5","N","TÉCNICO/ACADÉMICO",49,57,28,37,39,212,2,3,1,1,"A-",53.7345025671047,3
"M",2003-02-10,20214,"2021","BOYACA","DUITAMA","Estrato 3","N","ACADÉMICO",63,56,67,53,59,298,3,3,2,3,"A2",61.0104216213561,3
"F",2003-02-18,20204,"2020","ANTIOQUIA","COPACABANA","Estrato 3","N","ACADÉMICO",63,62,47,55,59,285,3,3,2,2,"A2",69.0079906923482,4
"F",2004-05-14,20224,"2022","ANTIOQUIA","MEDELLÍN","Estrato 2","N","NO APLICA",47,36,40,42,57,212,2,2,2,1,"A1",47.4699435475295,2
"F",2005-05-13,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","TÉCNICO/ACADÉMICO",75,66,67,67,70,344,4,3,3,3,"B1",58.1029114541461,3
"F",1999-06-22,20214,"2021","CAUCA","PUERTO TEJADA","Estrato 1","N","TÉCNICO",32,26,29,34,33,152,1,1,1,1,"A-",39.2340897158394,1
"F",2005-10-04,20224,"2022","CESAR","VALLEDUPAR","Estrato 1","N","ACADÉMICO",55,53,59,54,61,278,3,3,2,3,"A2",44.3086199358759,2
"M",2003-07-03,20214,"2021","CUNDINAMARCA","CHOACHÍ","Estrato 3","N","TÉCNICO/ACADÉMICO",63,63,55,57,56,296,3,3,3,2,"A1",48.9226139264105,2
"M",2001-02-12,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",55,45,59,49,41,256,3,2,2,3,"A-",36.2073783866577,1
"F",2007-07-30,20234,"2023","ANTIOQUIA","MEDELLÍN","Estrato 2","N","TÉCNICO/ACADÉMICO",49,44,40,38,38,212,2,2,1,1,"A-",54.430963125528,3
"M",2006-05-09,20224,"2022","MAGDALENA","SANTA MARTA","Estrato 2","N","TÉCNICO/ACADÉMICO",66,67,70,64,66,333,4,3,3,3,"A2",57.9682025419955,3
"M",4-03-26,20211,"2021","CUNDINAMARCA","COTA","Estrato 3","N","ACADÉMICO",75,77,100,82,82,417,4,4,4,4,"B+",NA,NA
"F",2005-04-13,20224,"2022","VALLE","ANDALUCÍA","Estrato 1","N","TÉCNICO/ACADÉMICO",60,50,51,46,49,258,3,2,2,2,"A1",42.9674034214797,2
"F",2004-04-09,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",65,55,57,58,58,293,3,3,3,3,"A2",60.0754851478258,3
"M",2003-03-17,20214,"2021","CORDOBA","CIÉNAGA DE ORO","Estrato 2","N","ACADÉMICO",26,38,33,28,39,159,1,2,1,1,"A-",39.606739548711,1
"F",2005-12-11,20234,"2023","LA GUAJIRA","VILLANUEVA","Estrato 1","N","ACADÉMICO",59,54,54,54,57,277,3,3,2,2,"A1",50.103659345999,2
"M",2005-03-11,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",53,53,49,53,47,258,3,3,2,2,"A-",57.5660012518556,3
"F",2005-08-02,20234,"2023","ATLANTICO","BARRANQUILLA","Estrato 1","N","ACADÉMICO",76,63,66,65,73,340,4,3,3,3,"B1",50.2621327701339,2
"F",2003-11-22,20214,"2021","CASANARE","YOPAL","Estrato 3","N","TÉCNICO/ACADÉMICO",48,39,43,45,53,222,2,2,2,2,"A1",57.4996660219158,3
"M",2002-11-24,20204,"2020","AMAZONAS","PUERTO SANTANDER","Estrato 2","N","ACADÉMICO",57,48,58,38,30,243,3,2,1,3,"A-",46.6323212844739,2
"F",2005-05-19,20214,"2021","BOYACA","SOGAMOSO","Estrato 1","N","ACADÉMICO",56,64,56,56,55,289,3,3,3,3,"A1",40.3253025379617,1
"F",2004-11-09,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",59,58,52,44,64,270,3,3,2,2,"A2",52.4470469276074,3
"F",2004-08-22,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",66,63,63,65,59,319,4,3,3,3,"A2",NA,NA
"F",2003-08-17,20224,"2022","PUTUMAYO","MOCOA","Estrato 1","N","TÉCNICO/ACADÉMICO",49,51,45,42,41,232,2,3,2,2,"A-",54.5553509727206,3
"M",2004-08-22,20224,"2022","ANTIOQUIA","MEDELLÍN","Estrato 5","N","ACADÉMICO",58,54,48,61,55,276,3,3,3,2,"A1",67.4371441199993,4
"M",2006-10-22,20234,"2023","ATLANTICO","SOLEDAD","Estrato 1","N","ACADÉMICO",60,64,54,62,60,300,3,3,3,2,"A2",57.6293225755882,3
"F",2006-03-04,20224,"2022","HUILA","CAMPOALEGRE","Estrato 2","N","TÉCNICO/ACADÉMICO",32,34,35,40,39,178,1,1,1,1,"A-",43.5169437504221,2
"M",2004-01-06,20204,"2020","BOLIVAR","TURBACO","Estrato 1","N","TÉCNICO",66,54,61,62,67,306,4,3,3,3,"A2",38.4376682244796,1
"F",2001-10-03,20204,"2020","NARIÑO","PROVIDENCIA","Estrato 1","N","ACADÉMICO",46,43,48,36,32,212,2,2,1,2,"A-",33.9851002495071,1
"M",2004-06-20,20214,"2021","CUNDINAMARCA","MOSQUERA","Estrato 3","N","TÉCNICO/ACADÉMICO",55,76,73,59,67,329,3,4,3,4,"A2",60.0126464135654,3
"M",2007-06-26,20234,"2023","CUNDINAMARCA","SOACHA","Estrato 3","N","ACADÉMICO",52,59,57,56,63,283,3,3,3,3,"A2",59.589838965694,3
"F",2004-06-09,20214,"2021","ANTIOQUIA","PEQUE","Sin Estrato","N","TÉCNICO/ACADÉMICO",61,48,54,54,50,270,3,2,2,2,"A1",NA,NA
"F",2004-05-12,20214,"2021","BOLIVAR","MAGANGUÉ","Estrato 2","N","TÉCNICO/ACADÉMICO",50,44,43,43,38,222,2,2,2,2,"A-",49.4440413041688,2
"F",2004-08-11,20214,"2021","CASANARE","AGUAZUL","Estrato 3","N","TÉCNICO/ACADÉMICO",61,41,31,34,70,220,3,2,1,1,"B1",57.4359677147778,3
"M",2005-01-11,20214,"2021","VALLE","ANSERMANUEVO","Estrato 1","N","ACADÉMICO",40,54,35,49,44,222,2,3,2,1,"A-",50.0129979432908,2
"F",2003-04-10,20204,"2020","ANTIOQUIA","CAUCASIA","Estrato 1","N","TÉCNICO/ACADÉMICO",52,46,42,39,32,219,3,2,1,2,"A-",41.7280215212964,2
"M",2004-11-06,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",48,51,45,46,48,238,2,3,2,2,"A1",55.793680628982,3
"M",2005-04-12,20234,"2023","CUNDINAMARCA","MOSQUERA","Estrato 2","N","TÉCNICO/ACADÉMICO",59,57,55,54,65,285,3,3,2,2,"A2",55.2332327903226,3
"F",2006-10-01,20234,"2023","CESAR","EL COPEY","Sin Estrato","N","TÉCNICO/ACADÉMICO",59,55,54,39,44,256,3,3,1,2,"A-",31.2563728671825,1
"F",2005-10-12,20234,"2023","CORDOBA","PLANETA RICA","Estrato 3","N","ACADÉMICO",52,37,39,46,44,218,3,2,2,1,"A-",50.1860538790705,2
"M",2005-03-31,20211,"2021","VALLE","CALI","Estrato 3","N","TÉCNICO",59,57,61,56,56,290,3,3,3,3,"A1",NA,NA
"F",2005-04-27,20224,"2022","CALDAS","LA DORADA","Estrato 1","N","TÉCNICO/ACADÉMICO",44,55,35,45,32,219,2,3,2,1,"A-",42.4471922815875,2
"M",2002-01-29,20204,"2020","ANTIOQUIA","GUARNE","Estrato 3","N","NO APLICA",61,63,54,57,38,286,3,3,3,2,"A-",61.1849184847694,3
"M",2003-03-05,20214,"2021","CUNDINAMARCA","PUERTO SALGAR","Estrato 2","N","ACADÉMICO",42,41,36,44,38,203,2,2,2,1,"A-",55.7503370988725,3
"F",2005-02-27,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",66,51,46,39,42,249,4,3,1,2,"A-",51.5608497354344,3
"F",2005-02-21,20234,"2023","CESAR","VALLEDUPAR","Estrato 1","N","ACADÉMICO",63,68,66,63,60,323,3,3,3,3,"A2",43.7892989149338,2
"M",2003-01-06,20204,"2020","META","VILLAVICENCIO","Estrato 2","N","NO APLICA",43,48,43,44,44,222,2,2,2,2,"A-",43.106451529448,2
"M",2005-04-06,20214,"2021","SANTANDER","BUCARAMANGA","Estrato 3","N","ACADÉMICO",56,59,62,58,64,296,3,3,3,3,"A2",64.3080334963163,4
"F",2006-02-03,20224,"2022","ANTIOQUIA","MEDELLÍN","Estrato 1","N","TÉCNICO/ACADÉMICO",49,49,44,42,50,232,2,2,2,2,"A1",57.4004061846546,3
"M",2004-06-17,20214,"2021","SANTANDER","SAN GIL","Estrato 2","N","TÉCNICO/ACADÉMICO",53,39,45,40,39,219,3,2,1,2,"A-",49.7951235662742,2
"M",2003-08-04,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",52,47,45,50,49,243,3,2,2,2,"A1",58.3842850257432,3
"M",2006-05-06,20234,"2023","ANTIOQUIA","ENVIGADO","Estrato 3","N","ACADÉMICO",63,65,55,59,70,306,3,3,3,2,"B1",55.5492584665168,3
"M",2004-11-16,20234,"2023","CUNDINAMARCA","FUNZA","Estrato 3","N","NO APLICA",62,56,66,55,74,304,3,3,2,3,"B1",63.1686260527041,3
"M",2005-07-03,20234,"2023","CASANARE","YOPAL","Estrato 2","N","ACADÉMICO",36,46,35,45,47,205,2,2,2,1,"A-",47.0655320543306,2
"M",2003-09-28,20214,"2021","CUNDINAMARCA","SOACHA","Estrato 1","N","TÉCNICO/ACADÉMICO",64,60,53,68,51,302,3,3,3,2,"A1",46.731541241356,2
"F",2007-04-21,20234,"2023","VALLE","FLORIDA","Estrato 2","N","TÉCNICO/ACADÉMICO",42,48,49,55,54,245,2,2,2,2,"A1",61.0620363454191,3
"F",2005-07-14,20224,"2022","SANTANDER","FLORIDABLANCA","Sin Estrato","N","TÉCNICO",51,54,50,46,45,249,3,3,2,2,"A-",NA,NA
"M",2004-08-19,20214,"2021","CUNDINAMARCA","ZIPAQUIRÁ","Estrato 3","N","TÉCNICO/ACADÉMICO",68,66,56,58,59,309,4,3,3,3,"A2",64.5116455601294,4
"M",2001-08-21,20204,"2020","NARIÑO","CONSACÁ","Estrato 1","N","TÉCNICO",46,55,38,50,42,234,2,3,2,1,"A-",42.1739249508691,2
"M",2004-05-05,20214,"2021","CASANARE","VILLANUEVA","Estrato 2","N","TÉCNICO/ACADÉMICO",63,47,64,50,39,273,3,2,2,3,"A-",37.9320472110851,1
"F",2006-05-27,20224,"2022","CUNDINAMARCA","FUNZA","Estrato 2","N","ACADÉMICO",58,59,57,51,60,283,3,3,2,3,"A2",48.781255156998,2
"M",2004-06-29,20214,"2021","PUTUMAYO","ORITO","Estrato 3","N","TÉCNICO/ACADÉMICO",45,36,31,33,41,183,2,2,1,1,"A-",54.5257887925722,3
"F",2006-09-28,20234,"2023","CAUCA","ALMAGUER","Sin Estrato","N","ACADÉMICO",45,46,46,36,45,217,2,2,1,2,"A-",32.0648115595566,1
"F",2005-01-12,20234,"2023","ANTIOQUIA","MEDELLÍN","Estrato 1","N","TÉCNICO/ACADÉMICO",54,52,55,46,50,258,3,3,2,2,"A1",NA,NA
"F",2005-10-17,20234,"2023","META","FUENTEDEORO","Estrato 1","N","TÉCNICO/ACADÉMICO",42,32,29,36,32,173,2,1,1,1,"A-",42.950851629857,2
"F",2007-03-10,20234,"2023","ATLANTICO","BARRANQUILLA","Estrato 2","N","TÉCNICO",69,72,69,71,71,352,4,4,4,3,"B1",66.6714150094463,4
"F",2004-10-07,20214,"2021","ANTIOQUIA","MEDELLÍN","Estrato 3","N","ACADÉMICO",46,34,47,45,36,212,2,1,2,2,"A-",52.6605791423948,3
"F",2005-08-28,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",62,61,57,52,53,288,3,3,2,3,"A1",64.0546852718924,3
"F",2005-09-19,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 4","N","ACADÉMICO",61,54,57,52,58,281,3,3,2,3,"A2",43.6407212921183,2
"M",2006-05-30,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",46,45,44,39,45,218,2,2,1,2,"A-",48.2850379310666,2
"M",2007-08-07,20234,"2023","NORTE SANTANDER","HACARÍ","Estrato 5","N","TÉCNICO/ACADÉMICO",41,35,31,38,47,185,2,1,1,1,"A-",44.4894155502489,2
"F",2007-01-02,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",53,47,48,45,50,242,3,2,2,2,"A1",58.5068057671275,3
"F",2007-01-17,20234,"2023","MAGDALENA","EL RETÉN","Estrato 1","N","TÉCNICO/ACADÉMICO",43,45,49,50,42,232,2,2,2,2,"A-",41.5829637038433,2
"M",2004-01-07,20214,"2021","SANTANDER","CHIPATÁ","Estrato 3","N","ACADÉMICO",60,56,55,54,46,277,3,3,2,2,"A-",42.2863469402142,2
"F",1986-04-18,20214,"2021","TOLIMA","IBAGUÉ","Sin Estrato","N","TÉCNICO/ACADÉMICO",46,39,45,36,45,209,2,2,1,2,"A-",48.3177542646047,2
"M",2004-12-21,20224,"2022","ANTIOQUIA","MEDELLÍN","Estrato 2","N","TÉCNICO/ACADÉMICO",41,47,51,34,35,213,2,2,1,2,"A-",50.3512379463481,2
"M",2004-06-16,20204,"2020","CUNDINAMARCA","FUSAGASUGÁ","Estrato 1","N","TÉCNICO",55,55,57,49,47,267,3,3,2,3,"A-",37.0973172701876,1
"F",2001-03-21,20204,"2020","SANTANDER","BUCARAMANGA","Estrato 2","N","TÉCNICO/ACADÉMICO",50,47,36,46,46,224,2,2,2,1,"A-",49.1580738825324,2
"M",2003-11-24,20214,"2021","QUINDIO","ARMENIA","Sin Estrato","N","TÉCNICO/ACADÉMICO",44,30,39,44,40,197,2,1,2,1,"A-",37.9129091154696,1
"M",2005-01-15,20234,"2023","NORTE SANTANDER","CHINÁCOTA","Estrato 1","S","ACADÉMICO",58,54,36,42,50,238,3,3,2,1,"A1",52.9096742214924,3
"F",2003-04-21,20204,"2020","BOLIVAR","MOMPÓS","Estrato 2","N","ACADÉMICO",58,58,51,53,49,273,3,3,2,2,"A1",60.8940302992672,3
"F",2004-03-24,20224,"2022","MAGDALENA","CIÉNAGA","Estrato 2","N","TÉCNICO",35,19,24,46,35,157,1,1,2,1,"A-",41.4639728558015,2
"F",2007-01-27,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",56,59,55,57,55,283,3,3,3,2,"A1",57.2531414767359,3
"M",2004-10-14,20224,"2022","CORDOBA","SAN ANDRÉS DE SOTAVENTO","Estrato 1","N","ACADÉMICO",43,39,34,43,38,198,2,2,2,1,"A-",32.8875268811891,1
"M",2002-07-19,20204,"2020","ANTIOQUIA","CALDAS","Estrato 2","N","ACADÉMICO",51,36,49,33,41,211,3,2,1,2,"A-",54.4706380576628,3
"F",2003-06-08,20214,"2021","NARIÑO","SAN ANDRÉS DE TUMACO","Estrato 2","S","ACADÉMICO",44,44,38,42,39,209,2,2,2,1,"A-",43.0835046092096,2
"F",2005-09-14,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",52,47,45,37,31,221,3,2,1,2,"A-",60.1907008563865,3
"M",2002-11-22,20204,"2020","META","EL CASTILLO","Estrato 1","N","TÉCNICO/ACADÉMICO",48,47,38,36,40,210,2,2,1,1,"A-",34.1748536380104,1
"M",2002-08-18,20214,"2021","NORTE SANTANDER","CÁCHIRA","Estrato 2","N","TÉCNICO",48,46,42,52,38,232,2,2,2,2,"A-",34.5950981682574,1
"M",2003-12-07,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",54,37,56,41,39,232,3,2,2,3,"A-",57.421612358024,3
"M",2004-07-12,20224,"2022","BOLIVAR","ARJONA","Sin Estrato","N","TÉCNICO",35,47,31,31,34,179,1,2,1,1,"A-",40.8555688280989,1
"M",2003-12-11,20214,"2021","ANTIOQUIA","BARBOSA","Estrato 1","N","NO APLICA",42,40,27,42,47,192,2,2,2,1,"A-",34.276353764122,1
"F",2006-03-19,20224,"2022","QUINDIO","ARMENIA","Sin Estrato","N","TÉCNICO/ACADÉMICO",56,51,55,51,57,268,3,3,2,2,"A1",53.0611025772078,3
"M",2002-06-22,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Sin Estrato","N","TÉCNICO/ACADÉMICO",55,59,48,43,58,259,3,3,2,2,"A2",56.736206221389,3
"M",2006-02-03,20224,"2022","ATLANTICO","SOLEDAD","Estrato 1","N","ACADÉMICO",61,52,53,47,49,265,3,3,2,2,"A1",47.6725054999667,2
"F",2000-05-26,20204,"2020","NORTE SANTANDER","CÚCUTA","Estrato 2","N","NO APLICA",47,53,37,44,42,225,2,3,2,1,"A-",60.4751403459998,3
"F",2005-09-22,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",40,40,35,40,51,198,2,2,1,1,"A1",47.9388455933512,2
"F",2005-05-13,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",63,55,61,55,60,293,3,3,2,3,"A2",60.1131392977116,3
"F",2005-05-31,20234,"2023","ANTIOQUIA","CAÑASGORDAS","Estrato 5","N","ACADÉMICO",48,30,37,32,41,185,2,1,1,1,"A-",34.7501489574006,1
"F",2003-02-20,20204,"2020","BOYACA","PAIPA","Estrato 3","N","TÉCNICO",58,52,47,58,59,271,3,3,3,2,"A2",54.7951142033116,3
"F",2004-11-28,20214,"2021","RISARALDA","PEREIRA","Estrato 1","N","ACADÉMICO",62,64,68,55,65,312,3,3,2,3,"A2",44.5981018329805,2
"M",2004-01-27,20214,"2021","VALLE","CALI","Estrato 3","N","NO APLICA",50,52,25,45,32,211,2,3,2,1,"A-",53.2373964359031,3
"F",2007-02-14,20234,"2023","ATLANTICO","BARRANQUILLA","Estrato 3","N","ACADÉMICO",65,60,66,70,64,326,3,3,3,3,"A2",51.1154314878755,2
"M",2003-11-30,20214,"2021","META","ACACÍAS","Estrato 2","N","TÉCNICO/ACADÉMICO",58,70,43,64,36,285,3,3,3,2,"A-",48.2839556650045,2
"M",2002-09-16,20224,"2022","CALDAS","MANIZALES","Estrato 2","N","TÉCNICO/ACADÉMICO",47,48,53,58,49,257,2,2,3,2,"A1",59.1546424365207,3
"M",2003-09-02,20204,"2020","ANTIOQUIA","ABEJORRAL","Estrato 2","N","TÉCNICO/ACADÉMICO",56,57,48,43,35,249,3,3,2,2,"A-",39.6074697449161,1
"F",2005-09-12,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","TÉCNICO",57,62,56,61,59,295,3,3,3,3,"A2",56.8605011343969,3
"M",2004-01-06,20204,"2020","ATLANTICO","SABANALARGA","Estrato 2","N","ACADÉMICO",36,37,37,41,34,187,2,2,2,1,"A-",51.8602523261955,3
"F",2004-02-03,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",56,45,48,53,51,253,3,2,2,2,"A1",50.6904249400286,2
"M",2005-05-05,20234,"2023","CALDAS","MANIZALES","Estrato 3","N","ACADÉMICO",53,60,41,57,59,266,3,3,3,2,"A2",63.8981354509627,3
"M",2002-01-03,20204,"2020","CUNDINAMARCA","SOACHA","Estrato 2","N","ACADÉMICO",59,65,56,60,53,297,3,3,3,3,"A1",64.4300587140205,4
"F",2004-10-29,20234,"2023","CUNDINAMARCA","TIBACUY","Estrato 3","N","TÉCNICO/ACADÉMICO",47,48,40,34,32,207,2,2,1,1,"A-",55.8505520583857,3
"M",2004-11-26,20214,"2021","VALLE","RESTREPO","Estrato 2","N","TÉCNICO/ACADÉMICO",54,53,54,47,50,259,3,3,2,2,"A1",57.225816565591,3
"F",2006-07-05,20234,"2023","VALLE","TULUÁ","Estrato 1","N","TÉCNICO",65,59,58,58,49,296,3,3,3,3,"A1",45.022817551691,2
"F",2004-04-24,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","TÉCNICO/ACADÉMICO",53,57,50,45,61,260,3,3,2,2,"A2",62.8454471176916,3
"M",2007-05-03,20234,"2023","CUNDINAMARCA","SOACHA","Estrato 3","N","ACADÉMICO",42,40,39,48,44,212,2,2,2,1,"A-",51.779085174424,3
"M",2006-06-02,20224,"2022","RISARALDA","PEREIRA","Estrato 1","S","ACADÉMICO",45,43,37,42,56,214,2,2,2,1,"A1",51.5187105072049,3
"F",2005-02-19,20234,"2023","ARAUCA","ARAUCA","Sin Estrato","N","TÉCNICO/ACADÉMICO",46,21,37,37,43,179,2,1,1,1,"A-",43.741973334829,2
"F",2006-11-01,20234,"2023","CAUCA","PATÍA","Estrato 1","N","ACADÉMICO",28,28,31,35,27,151,1,1,1,1,"A-",38.6472392757171,1
"F",2008-10-30,20234,"2023","ATLANTICO","BARRANQUILLA","Estrato 2","N","ACADÉMICO",57,67,63,64,62,313,3,3,3,3,"A2",29.0402717066491,1
